VOTOS,PORCENTAJE,CARGO_POSTULADO,ESTADO,MUNICIPIO,PARROQUIA,CENTRO,CENTRO_NOMBRE,MESA,ADJUDICADO,PRIMER_NOMBRE,PRIMER_APELLIDO,PORCENTAJE_ABSTENCIÓN,PORCENTAJE_ACTAS,PORCENTAJE_ACTAS_ESCRUTADAS,PORCENTAJE_ACTAS_VÁLIDAS,PORCENTAJE_ELECTORES_ACTAS_TX,PORCENTAJE_ELECTORES_INSCRITOS,PORCENTAJE_VOTANTES_ESCRUTADOS,PORCENTAJE_VOTOS_ESCRUTADOS,PORCENTAJE_VOTOS_NULOS,PORCENTAJE_VOTOS_VÁLIDOS,VOTOS_ABSTENCIÓN,VOTOS_ACTAS,VOTOS_ACTAS_ESCRUTADAS,VOTOS_ACTAS_VÁLIDAS,VOTOS_ELECTORES_ACTAS_TX,VOTOS_ELECTORES_INSCRITOS,VOTOS_VOTANTES_ESCRUTADOS,VOTOS_ESCRUTADOS,VOTOS_NULOS,VOTOS_VÁLIDOS
105,38.75%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,SI,PRIMITIVO,CEDEÑO,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
100,36.90%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,MARIA,MARTINEZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
25,9.23%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,ANTONIA,MUÑOZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
19,7.01%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,JOSE,RUIZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
17,6.27%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,GONZALEZ,ORNOBIS,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
3,1.11%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,YMARA,GARCIA,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
2,0.74%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,HERMES,CORTEZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
0,0.00%,GOBERNADOR,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,SIMON,BRICEÑO,66.91%,100%,100%,100%,100%,100%,33.09%,100%,1.81%,98.19%,558,1,1,1,834,834,276,276,5,271
110,42.80%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,SI,MARIA,RODRIGUEZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
99,38.52%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,DANIEL,RANGEL,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
31,12.06%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,JOSE,VASQUEZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
10,3.89%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,HERNANDEZ,RONALD,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
7,2.72%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,CARLOS,HERNANDEZ,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
0,0.00%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,ROBERT,LUCENA,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
0,0.00%,ALCALDE,16,1,1,160101062,UNIVERSIDAD NACIONAL YACAMBU,3,NO,ANTULIO,GUILARTE,66.91%,100%,100%,100%,100%,100%,33.09%,100%,6.88%,93.12%,558,1,1,1,834,834,276,276,19,257
103,65.19%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,SI,PRIMITIVO,CEDEÑO,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
40,25.32%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,ANTONIA,MUÑOZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
9,5.70%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,MARIA,MARTINEZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
4,2.53%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,GONZALEZ,ORNOBIS,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
2,1.27%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,JOSE,RUIZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
0,0.00%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,HERMES,CORTEZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
0,0.00%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,YMARA,GARCIA,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
0,0.00%,GOBERNADOR,16,1,1,160101088,VILLA JOSEFINA,1,NO,SIMON,BRICEÑO,26.27%,100%,100%,100%,100%,100%,73.73%,100%,1.25%,98.75%,57,1,1,1,217,217,160,160,2,158
104,69.33%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,SI,MARIA,RODRIGUEZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
31,20.67%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,JOSE,VASQUEZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
7,4.67%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,DANIEL,RANGEL,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
6,4.00%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,HERNANDEZ,RONALD,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
2,1.33%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,CARLOS,HERNANDEZ,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
0,0.00%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,ROBERT,LUCENA,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
0,0.00%,ALCALDE,16,1,1,160101088,VILLA JOSEFINA,1,NO,ANTULIO,GUILARTE,26.27%,100%,100%,100%,100%,100%,73.73%,100%,6.25%,93.75%,57,1,1,1,217,217,160,160,10,150
49,63.64%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,SI,PRIMITIVO,CEDEÑO,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
20,25.97%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,ANTONIA,MUÑOZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
5,6.49%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,MARIA,MARTINEZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
2,2.60%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,JOSE,RUIZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
1,1.30%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,YMARA,GARCIA,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
0,0.00%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,HERMES,CORTEZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
0,0.00%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,SIMON,BRICEÑO,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
0,0.00%,GOBERNADOR,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,GONZALEZ,ORNOBIS,29.46%,100%,100%,100%,100%,100%,70.54%,100%,2.53%,97.47%,33,1,1,1,112,112,79,79,2,77
50,64.10%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,SI,MARIA,RODRIGUEZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
14,17.95%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,HERNANDEZ,RONALD,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
8,10.26%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,CARLOS,HERNANDEZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
4,5.13%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,DANIEL,RANGEL,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
2,2.56%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,JOSE,VASQUEZ,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
0,0.00%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,ROBERT,LUCENA,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
0,0.00%,ALCALDE,16,1,2,160102016,CASERIO GUACHE VIEJO,1,NO,ANTULIO,GUILARTE,29.46%,100%,100%,100%,100%,100%,70.54%,100%,1.27%,98.73%,33,1,1,1,112,112,79,79,1,78
120,82.19%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,SI,PRIMITIVO,CEDEÑO,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
22,15.07%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,ANTONIA,MUÑOZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
2,1.37%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,MARIA,MARTINEZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
1,0.68%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,SIMON,BRICEÑO,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
1,0.68%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,GONZALEZ,ORNOBIS,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
0,0.00%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,HERMES,CORTEZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
0,0.00%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,YMARA,GARCIA,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
0,0.00%,GOBERNADOR,16,1,2,160102015,CERRO PELON 2,1,NO,JOSE,RUIZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,0%,100%,59,1,1,1,205,205,146,146,0,146
120,83.92%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,SI,MARIA,RODRIGUEZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
16,11.19%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,JOSE,VASQUEZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
3,2.10%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,CARLOS,HERNANDEZ,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
2,1.40%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,HERNANDEZ,RONALD,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
1,0.70%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,ROBERT,LUCENA,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
1,0.70%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,DANIEL,RANGEL,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
0,0.00%,ALCALDE,16,1,2,160102015,CERRO PELON 2,1,NO,ANTULIO,GUILARTE,28.78%,100%,100%,100%,100%,100%,71.22%,100%,2.05%,97.95%,59,1,1,1,205,205,146,146,3,143
162,57.24%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,SI,PRIMITIVO,CEDEÑO,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
110,38.87%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,ANTONIA,MUÑOZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
8,2.83%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,MARIA,MARTINEZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
3,1.06%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,JOSE,RUIZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
0,0.00%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,HERMES,CORTEZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
0,0.00%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,YMARA,GARCIA,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
0,0.00%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,SIMON,BRICEÑO,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
0,0.00%,GOBERNADOR,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,GONZALEZ,ORNOBIS,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0%,100%,55,1,1,1,338,338,283,283,0,283
163,58.01%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,SI,MARIA,RODRIGUEZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
110,39.15%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,JOSE,VASQUEZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
3,1.07%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,DANIEL,RANGEL,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
2,0.71%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,ROBERT,LUCENA,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
2,0.71%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,HERNANDEZ,RONALD,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
1,0.36%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,CARLOS,HERNANDEZ,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
0,0.00%,ALCALDE,16,1,2,160102017,EBE POTRERO ARENERO NER 09,1,NO,ANTULIO,GUILARTE,16.27%,100%,100%,100%,100%,100%,83.73%,100%,0.71%,99.29%,55,1,1,1,338,338,283,283,2,281
272,58.49%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,SI,PRIMITIVO,CEDEÑO,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
63,13.55%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,ANTONIA,MUÑOZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
62,13.33%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,MARIA,MARTINEZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
34,7.31%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,JOSE,RUIZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
28,6.02%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,GONZALEZ,ORNOBIS,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
3,0.65%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,SIMON,BRICEÑO,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
2,0.43%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,HERMES,CORTEZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
1,0.22%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,YMARA,GARCIA,54.36%,100%,100%,100%,100%,100%,45.64%,100%,0.21%,99.79%,555,1,1,1,1021,1021,466,466,1,465
273,62.61%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,SI,MARIA,RODRIGUEZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
71,16.28%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,JOSE,VASQUEZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
58,13.30%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,DANIEL,RANGEL,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
20,4.59%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,CARLOS,HERNANDEZ,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
10,2.29%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,HERNANDEZ,RONALD,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
3,0.69%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,ROBERT,LUCENA,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
1,0.23%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,1,NO,ANTULIO,GUILARTE,54.36%,100%,100%,100%,100%,100%,45.64%,100%,6.44%,93.56%,555,1,1,1,1021,1021,466,466,30,436
237,62.20%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,SI,PRIMITIVO,CEDEÑO,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
64,16.80%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,ANTONIA,MUÑOZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
40,10.50%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,MARIA,MARTINEZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
24,6.30%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,JOSE,RUIZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
16,4.20%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,GONZALEZ,ORNOBIS,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
0,0.00%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,HERMES,CORTEZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
0,0.00%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,YMARA,GARCIA,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
0,0.00%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,SIMON,BRICEÑO,54.03%,100%,100%,100%,100%,100%,45.97%,100%,0.26%,99.74%,449,1,1,1,831,831,382,382,1,381
236,64.66%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,SI,MARIA,RODRIGUEZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
57,15.62%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,JOSE,VASQUEZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
40,10.96%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,DANIEL,RANGEL,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
20,5.48%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,CARLOS,HERNANDEZ,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
11,3.01%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,HERNANDEZ,RONALD,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
1,0.27%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,ROBERT,LUCENA,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
0,0.00%,ALCALDE,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,2,NO,ANTULIO,GUILARTE,54.03%,100%,100%,100%,100%,100%,45.97%,100%,4.45%,95.55%,449,1,1,1,831,831,382,382,17,365
200,53.48%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,SI,PRIMITIVO,CEDEÑO,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
66,17.65%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,ANTONIA,MUÑOZ,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
63,16.84%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,MARIA,MARTINEZ,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
23,6.15%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,GONZALEZ,ORNOBIS,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
21,5.61%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,JOSE,RUIZ,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
1,0.27%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,SIMON,BRICEÑO,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
0,0.00%,GOBERNADOR,16,1,2,160102001,ESCUELA BASICA LISANDRO ALVARADO,3,NO,HERMES,CORTEZ,54.14%,100%,100%,100%,100%,100%,45.86%,100%,0.8%,99.2%,445,1,1,1,822,822,377,377,3,374
